Flight_ID,Airline_Name,Origin_City,Origin_Country,Destination_City,Destination_Country,Distance_KM,Scheduled_Departure,Scheduled_Arrival,Flight_Status,Base_Fare_NGN
FL00967,Ethiopian Airlines,Johannesburg,South Africa,Dar es Salaam,Tanzania,2400,2024-12-06 11:00:00,2024-12-06 14:55:00,Cancelled,235553
FL00968,Ethiopian Airlines,Cairo,Egypt,Dar es Salaam,Tanzania,3600,2024-12-07 14:45:00,2024-12-07 20:07:00,On-Time,365733
FL00969,EgyptAir,Dakar,Senegal,Douala,Cameroon,3100,2024-12-08 11:15:00,2024-12-08 15:31:00,Cancelled,295388
FL00970,Dana Air,Kano,Nigeria,Lagos,Nigeria,1054,2024-12-09 05:15:00,2024-12-09 07:07:00,Cancelled,98267
FL00971,EgyptAir,Johannesburg,South Africa,Kano,Nigeria,4118,2024-12-09 20:15:00,2024-12-10 02:22:00,On-Time,397510
FL00972,Air Peace,Abuja,Nigeria,Accra,Ghana,1055,2024-12-10 08:00:00,2024-12-10 10:00:00,Cancelled,100820
FL00973,Kenya Airways,Lagos,Nigeria,Dakar,Senegal,2832,2024-12-11 22:30:00,2024-12-12 02:20:00,On-Time,272509
FL00974,Ethiopian Airlines,Nairobi,Kenya,Johannesburg,South Africa,2723,2024-12-12 06:00:00,2024-12-12 10:03:00,Delayed,264138
FL00975,Air Peace,Lagos,Nigeria,Port Harcourt,Nigeria,443,2024-12-12 05:45:00,2024-12-12 07:03:00,On-Time,61266
FL00976,Dana Air,Port Harcourt,Nigeria,Johannesburg,South Africa,4257,2024-12-13 19:15:00,2024-12-14 00:55:00,On-Time,368862
FL00977,EgyptAir,Dakar,Senegal,Lusaka,Zambia,5900,2024-12-14 09:00:00,2024-12-14 16:41:00,On-Time,564051
FL00978,Kenya Airways,Dar es Salaam,Tanzania,Enugu,Nigeria,4200,2024-12-14 15:00:00,2024-12-14 20:52:00,Delayed,401943
FL00979,Arik Air,Port Harcourt,Nigeria,Dar es Salaam,Tanzania,4100,2024-12-15 14:30:00,2024-12-15 20:29:00,On-Time,373969
FL00980,Air Peace,Accra,Ghana,Douala,Cameroon,1200,2024-12-16 06:30:00,2024-12-16 08:29:00,Delayed,130032
FL00981,Arik Air,Dakar,Senegal,Abuja,Nigeria,2600,2024-12-17 07:15:00,2024-12-17 11:14:00,On-Time,251193
FL00982,Ethiopian Airlines,Addis Ababa,Ethiopia,Enugu,Nigeria,3450,2024-12-17 16:00:00,2024-12-17 20:46:00,Delayed,346015
FL00983,Air Peace,Abuja,Nigeria,Cairo,Egypt,3224,2024-12-18 09:00:00,2024-12-18 13:37:00,On-Time,304375
FL00984,Arik Air,Abuja,Nigeria,Lusaka,Zambia,3980,2024-12-19 09:30:00,2024-12-19 15:18:00,On-Time,371400
FL00985,Air Peace,Enugu,Nigeria,Lagos,Nigeria,478,2024-12-20 10:00:00,2024-12-20 11:13:00,On-Time,50253
FL00986,EgyptAir,Johannesburg,South Africa,Port Harcourt,Nigeria,4257,2024-12-20 13:00:00,2024-12-20 19:01:00,Delayed,402203
FL00987,Kenya Airways,Addis Ababa,Ethiopia,Cairo,Egypt,2185,2024-12-21 06:00:00,2024-12-21 09:16:00,On-Time,224052
FL00988,Arik Air,Lagos,Nigeria,Abuja,Nigeria,533,2024-12-22 16:30:00,2024-12-22 18:07:00,Delayed,61650
FL00989,Dana Air,Kano,Nigeria,Accra,Ghana,1382,2024-12-22 07:15:00,2024-12-22 09:37:00,On-Time,130345
FL00990,Arik Air,Abuja,Nigeria,Accra,Ghana,1055,2024-12-23 16:45:00,2024-12-23 19:01:00,On-Time,107820
FL00991,EgyptAir,Dakar,Senegal,Lagos,Nigeria,2832,2024-12-24 21:15:00,2024-12-25 01:06:00,On-Time,278849
FL00992,EgyptAir,Nairobi,Kenya,Kano,Nigeria,3318,2024-12-25 14:45:00,2024-12-25 19:30:00,Cancelled,320256
FL00993,Air Peace,Accra,Ghana,Cairo,Egypt,4383,2024-12-25 18:00:00,2024-12-25 23:58:00,Delayed,401142
FL00994,Ethiopian Airlines,Dar es Salaam,Tanzania,Lusaka,Zambia,1500,2024-12-26 21:15:00,2024-12-26 23:35:00,On-Time,159890
FL00995,Air Peace,Nairobi,Kenya,Lagos,Nigeria,4182,2024-12-27 22:45:00,2024-12-28 04:56:00,Cancelled,392082
FL00996,Kenya Airways,Addis Ababa,Ethiopia,Johannesburg,South Africa,3670,2024-12-28 21:30:00,2024-12-29 02:31:00,Delayed,363460
FL00997,Arik Air,Dakar,Senegal,Cairo,Egypt,4900,2024-12-28 18:30:00,2024-12-29 01:03:00,On-Time,446151
FL00998,Air Peace,Accra,Ghana,Cairo,Egypt,4383,2024-12-29 13:15:00,2024-12-29 19:11:00,On-Time,412805
FL00999,Kenya Airways,Cairo,Egypt,Nairobi,Kenya,3637,2024-12-30 12:15:00,2024-12-30 17:36:00,On-Time,351770
FL01000,EgyptAir,Casablanca,Morocco,Enugu,Nigeria,3900,2024-12-31 06:00:00,2024-12-31 11:40:00,Delayed,369759
